Sales,Quantity,Discount,Profit,Shipping_Duration_Days,Order_Year,Order_Month,Order_Day,Order_Weekday,Sub-Category_Chairs,Sub-Category_Furnishings,Sub-Category_Tables,Segment_Corporate,Segment_Home Office,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Region_East,Region_South,Region_West,State_Encoded,City_Grouped_Columbus,City_Grouped_Dallas,City_Grouped_Houston,City_Grouped_Los Angeles,City_Grouped_New York City,City_Grouped_Other,City_Grouped_Philadelphia,City_Grouped_San Diego,City_Grouped_San Francisco,City_Grouped_Seattle
319.41,5,0.1,7.098,1,2016,6,17,4,True,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,False,True,False,False,False,False
79.76,4,0.0,22.3328,6,2015,11,24,1,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
213.115,5,0.3,-15.2225,5,2015,4,30,3,True,False,False,False,True,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False
831.936,8,0.2,-114.3912,6,2015,4,26,6,True,False,False,False,False,False,False,True,False,True,False,39,False,False,False,False,False,True,False,False,False,False
97.04,2,0.2,1.213,6,2015,4,26,6,False,True,False,False,False,False,False,True,False,True,False,39,False,False,False,False,False,True,False,False,False,False
9.708,3,0.6,-5.8248,2,2017,12,9,5,False,True,False,True,False,False,False,False,False,False,False,40,False,False,True,False,False,False,False,False,False,False
19.3,5,0.6,-14.475,5,2014,11,26,2,False,True,False,False,False,False,True,False,False,False,False,40,False,False,True,False,False,False,False,False,False,False
301.96,2,0.0,33.2156,2,2017,5,28,6,True,False,False,False,False,False,True,False,False,True,False,37,False,False,False,False,False,True,False,False,False,False
53.34,3,0.0,16.5354,5,2015,1,31,5,False,True,False,False,False,False,True,False,False,False,False,21,False,False,False,False,False,True,False,False,False,False
96.53,7,0.0,40.5426,2,2017,11,9,3,False,True,False,False,True,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
102.36,3,0.2,-3.8385,4,2015,11,13,4,False,True,False,False,False,False,False,True,False,False,True,4,False,False,False,False,False,True,False,False,False,False
41.96,2,0.0,10.9096,5,2017,12,25,0,False,True,False,True,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
787.53,3,0.0,165.3813,4,2015,3,2,0,False,False,True,False,False,False,False,True,False,False,True,44,False,False,False,False,False,False,False,False,False,True
47.04,3,0.0,18.3456,3,2016,6,12,6,False,True,False,False,False,False,False,False,True,False,False,6,False,False,False,False,False,True,False,False,False,False
600.558,3,0.3,-8.5794,2,2014,12,26,4,True,False,False,False,True,False,True,False,False,False,False,40,False,False,True,False,False,False,False,False,False,False
617.7,6,0.5,-407.682,5,2014,9,20,5,False,False,True,False,False,False,False,True,False,False,False,11,False,False,False,False,False,True,False,False,False,False
81.424,2,0.2,-9.1602,4,2016,11,6,6,True,False,False,False,True,False,True,False,False,False,True,3,False,False,False,True,False,False,False,False,False,False
238.56,3,0.0,26.2416,4,2016,11,6,6,False,True,False,False,True,False,True,False,False,False,True,3,False,False,False,True,False,False,False,False,False,False
43.12,14,0.0,20.6976,6,2016,10,13,3,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
82.8,2,0.2,10.35,2,2016,9,5,0,False,True,False,True,False,False,True,False,True,False,False,35,False,False,False,False,False,False,True,False,False,False
93.888,4,0.2,12.9096,6,2014,10,22,2,False,True,False,False,True,False,False,True,True,False,False,32,False,False,False,False,False,True,False,False,False,False
457.568,2,0.2,51.4764,5,2014,3,1,5,True,False,False,False,False,False,True,False,False,False,True,44,False,False,False,False,False,False,False,False,False,True
340.144,7,0.2,21.259,4,2014,8,5,1,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
396.802,7,0.3,-11.3372,2,2015,11,21,5,True,False,False,False,False,False,True,False,True,False,False,32,False,False,False,False,False,True,False,False,False,False
899.136,4,0.2,112.392,2,2015,10,12,0,False,False,False,False,True,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
626.352,3,0.2,46.9764,2,2015,10,12,0,False,False,False,False,True,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
218.75,2,0.5,-161.875,2,2014,8,3,6,False,False,True,False,False,False,False,False,False,False,True,4,False,False,False,False,False,True,False,False,False,False
35.168,7,0.2,9.6712,4,2017,6,3,5,False,True,False,True,False,False,False,True,False,True,False,39,False,False,False,False,False,True,False,False,False,False
452.45,5,0.5,-244.323,7,2015,1,2,4,False,False,False,True,False,False,False,True,True,False,False,32,False,False,False,False,False,True,False,False,False,False
72.704,4,0.2,19.0848,3,2015,12,24,3,False,True,False,False,False,False,False,False,True,False,False,32,False,False,False,False,False,True,False,False,False,False
622.45,5,0.0,136.939,7,2015,8,9,6,False,False,True,True,False,False,False,True,False,False,False,20,False,False,False,False,False,True,False,False,False,False
161.568,2,0.2,-28.2744,4,2015,2,28,5,True,False,False,False,False,False,False,True,False,True,False,39,False,False,False,False,False,True,False,False,False,False
389.696,8,0.2,43.8408,4,2015,2,28,5,True,False,False,False,False,False,False,True,False,True,False,39,False,False,False,False,False,True,False,False,False,False
233.86,2,0.45,-102.048,5,2017,4,7,4,False,False,True,False,True,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
620.6145,3,0.45,-248.2458,5,2017,4,7,4,False,False,True,False,True,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
258.072,3,0.2,0.0,5,2017,4,7,4,False,True,False,False,True,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
419.68,5,0.6,-356.728,5,2016,6,4,5,False,True,False,False,False,False,True,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False
11.688,3,0.6,-4.6752,5,2016,6,4,5,False,True,False,False,False,False,True,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False
177.225,5,0.5,-120.513,5,2016,6,4,5,False,False,True,False,False,False,True,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False
4.044,3,0.6,-2.8308,5,2016,6,4,5,False,True,False,False,False,False,True,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False
321.568,2,0.2,28.1372,5,2016,12,10,5,True,False,False,False,False,False,True,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
12.132,9,0.6,-8.4924,6,2015,11,28,5,False,True,False,True,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False
5.28,3,0.0,2.3232,1,2015,7,30,3,False,True,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
86.97,3,0.5,-48.7032,4,2016,11,20,6,False,False,False,False,True,False,True,False,True,False,False,32,True,False,False,False,False,False,False,False,False,False
300.416,8,0.2,78.8592,2,2014,12,26,4,False,True,False,True,False,False,False,False,False,False,True,4,False,False,False,False,False,True,False,False,False,False
230.352,3,0.2,20.1558,2,2014,12,26,4,True,False,False,True,False,False,False,False,False,False,True,4,False,False,False,False,False,True,False,False,False,False
218.352,3,0.2,-24.5646,2,2014,12,26,4,False,True,False,True,False,False,False,False,False,False,True,4,False,False,False,False,False,True,False,False,False,False
77.6,4,0.0,38.024,6,2016,10,28,4,False,True,False,True,False,False,False,True,True,False,False,28,False,False,False,False,False,True,False,False,False,False
219.075,3,0.5,-131.445,4,2017,11,19,6,False,False,True,False,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False
26.8,2,0.0,12.864,5,2015,5,4,0,False,True,False,True,False,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
15.136,4,0.2,3.5948,2,2016,9,12,0,False,True,False,True,False,False,True,False,False,False,True,4,False,False,False,False,False,True,False,False,False,False
466.768,2,0.2,52.5114,2,2016,9,12,0,True,False,False,True,False,False,True,False,False,False,True,4,False,False,False,False,False,True,False,False,False,False
15.232,1,0.2,1.7136,2,2016,9,12,0,False,True,False,True,False,False,True,False,False,False,True,4,False,False,False,False,False,True,False,False,False,False
87.54,3,0.0,37.6422,6,2014,9,27,5,False,True,False,True,False,False,False,True,True,False,False,28,False,False,False,False,False,True,False,False,False,False
135.882,1,0.1,24.1568,5,2014,11,4,1,True,False,False,False,True,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
15.992,1,0.2,0.9995,2,2017,11,3,4,False,True,False,True,False,False,True,False,False,True,False,39,False,False,False,False,False,True,False,False,False,False
786.744,4,0.3,-258.5016,2,2016,8,30,1,True,False,False,False,False,False,False,False,True,False,False,35,False,False,False,False,False,False,True,False,False,False
698.352,3,0.2,-17.4588,5,2014,7,12,5,False,False,True,True,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,False,True,False
388.704,6,0.2,-4.8588,5,2016,4,8,4,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
488.646,3,0.1,86.8704,6,2017,9,25,0,True,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
47.12,8,0.0,20.7328,6,2017,9,25,0,False,True,False,False,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
375.4575,3,0.45,-157.0095,5,2015,11,27,4,False,False,True,False,False,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
2.96,1,0.2,0.777,4,2015,12,3,3,False,True,False,True,False,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
1004.024,7,0.2,-112.9527,4,2017,12,8,4,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,False,True,False
113.568,2,0.2,-18.4548,4,2017,12,8,4,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,False,True,False
307.136,4,0.2,26.8744,4,2017,11,3,4,True,False,False,True,False,False,False,True,False,False,True,44,False,False,False,False,False,False,False,False,False,True
383.8,5,0.2,38.38,4,2016,4,14,3,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
56.56,4,0.0,14.7056,4,2017,10,19,3,False,True,False,True,False,False,False,True,True,False,False,19,False,False,False,False,False,True,False,False,False,False
866.4,4,0.0,225.264,2,2017,8,21,0,True,False,False,False,False,False,True,False,False,True,False,22,False,False,False,False,False,True,False,False,False,False
28.4,2,0.0,11.076,3,2017,11,23,3,False,True,False,True,False,False,True,False,False,False,False,20,False,False,False,False,False,True,False,False,False,False
207.846,3,0.1,2.3094,3,2017,1,20,4,True,False,False,True,False,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
12.22,1,0.0,3.666,2,2016,9,5,0,False,True,False,False,False,False,True,False,False,False,False,20,False,False,False,False,False,True,False,False,False,False
242.94,3,0.0,29.1528,2,2016,9,5,0,True,False,False,False,False,False,True,False,False,False,False,20,False,False,False,False,False,True,False,False,False,False
2.91,1,0.0,1.3677,5,2017,3,20,0,False,True,False,False,False,False,True,False,False,False,False,12,True,False,False,False,False,False,False,False,False,False
284.364,2,0.4,-75.8304,4,2017,10,20,4,False,False,True,True,False,False,False,True,True,False,False,32,False,False,False,False,False,True,False,False,False,False
129.568,2,0.2,-24.294,6,2014,2,12,2,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
747.558,3,0.3,-96.1146,5,2016,9,26,0,True,False,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,True,False,False,False,False
23.56,5,0.2,7.068,7,2016,4,22,4,False,True,False,False,True,False,False,True,False,False,True,1,False,False,False,False,False,True,False,False,False,False
254.744,7,0.6,-312.0614,7,2015,1,17,5,False,True,False,False,True,False,False,True,False,False,False,11,False,False,False,False,False,True,False,False,False,False
205.3328,2,0.32,-36.2352,4,2017,3,31,4,False,False,False,True,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
222.666,2,0.15,10.4784,2,2014,11,9,6,False,False,False,False,False,False,True,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
40.2,3,0.0,19.296,6,2016,10,27,3,False,True,False,False,False,False,False,True,True,False,False,30,False,False,False,False,False,True,False,False,False,False
514.165,5,0.15,-30.245,3,2017,6,10,5,False,False,False,False,True,False,False,False,False,False,True,3,False,False,False,True,False,False,False,False,False,False
189.882,3,0.4,-94.941,3,2016,3,18,4,False,False,True,False,False,False,True,False,False,True,False,39,False,False,False,False,False,True,False,False,False,False
255.76,4,0.0,81.8432,6,2016,7,25,0,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
241.568,2,0.2,18.1176,6,2016,7,25,0,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
69.3,9,0.0,22.869,6,2016,7,25,0,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
801.568,2,0.2,50.098,5,2016,5,30,0,True,False,False,True,False,False,False,True,False,False,True,4,False,False,False,False,False,True,False,False,False,False
126.3,3,0.0,40.416,1,2017,11,26,6,False,True,False,False,False,False,False,False,False,False,False,23,False,False,False,False,False,True,False,False,False,False
210.98,2,0.0,21.098,2,2017,1,23,0,False,False,True,True,False,False,False,False,False,False,False,20,False,False,False,False,False,True,False,False,False,False
683.952,3,0.2,42.747,5,2017,10,21,5,True,False,False,False,True,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
45.696,3,0.2,5.1408,5,2017,10,21,5,False,True,False,False,True,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
190.72,1,0.2,11.92,2,2015,11,7,5,True,False,False,True,False,False,True,False,False,False,True,3,False,False,False,True,False,False,False,False,False,False
47.94,3,0.0,2.397,4,2017,9,7,3,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
283.92,4,0.0,70.98,4,2015,12,7,0,True,False,False,False,False,False,False,True,False,True,False,15,False,False,False,False,False,True,False,False,False,False
66.112,4,0.6,-84.2928,5,2014,5,11,6,False,True,False,False,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
34.504,1,0.2,6.0382,1,2017,9,11,0,False,True,False,False,False,False,False,False,False,True,False,8,False,False,False,False,False,True,False,False,False,False
42.6,3,0.0,16.614,2,2017,11,20,0,False,True,False,False,False,False,True,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
13.128,3,0.2,3.7743,4,2014,9,14,6,False,True,False,False,False,False,True,False,False,True,False,8,False,False,False,False,False,True,False,False,False,False
451.152,3,0.2,0.0,7,2017,10,1,6,True,False,False,True,False,False,False,True,False,False,True,44,False,False,False,False,False,False,False,False,False,True
8.792,1,0.6,-5.7148,6,2017,7,20,3,False,True,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False
70.98,1,0.0,4.9686,6,2015,7,3,4,True,False,False,False,False,False,False,True,False,True,False,15,False,False,False,False,False,True,False,False,False,False
327.76,8,0.0,91.7728,7,2014,8,8,4,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False
45.696,3,0.2,5.1408,4,2014,3,15,5,False,True,False,False,False,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
40.48,2,0.0,15.7872,5,2017,8,18,4,False,True,False,True,False,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
9.94,2,0.0,3.0814,5,2017,8,18,4,False,True,False,True,False,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
88.02,3,0.0,27.2862,5,2017,8,18,4,False,True,False,True,False,False,True,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
301.96,2,0.0,87.5684,4,2015,11,29,6,True,False,False,True,False,False,False,True,False,False,False,20,False,False,False,False,False,True,False,False,False,False
35.56,7,0.0,12.0904,4,2017,9,15,4,False,True,False,False,True,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
392.94,3,0.0,43.2234,5,2015,10,4,6,True,False,False,True,False,False,True,False,False,True,False,9,False,False,False,False,False,True,False,False,False,False
18.84,3,0.0,6.0288,4,2016,12,18,6,False,True,False,True,False,False,False,True,False,False,False,21,False,False,False,False,False,True,False,False,False,False
14.8,4,0.0,6.068,5,2016,12,11,6,False,True,False,True,False,False,True,False,False,False,True,44,False,False,False,False,False,True,False,False,False,False
701.372,2,0.3,-50.098,0,2016,9,19,0,True,False,False,False,True,True,False,False,False,False,False,11,False,False,False,False,False,True,False,False,False,False
918.785,5,0.3,-118.1295,4,2015,8,24,0,False,False,True,False,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
30.36,5,0.2,8.7285,2,2014,12,24,2,False,True,False,False,False,False,False,False,True,False,False,32,False,False,False,False,False,True,False,False,False,False
23.976,3,0.6,-14.3856,4,2017,6,9,4,False,True,False,False,True,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False
108.925,1,0.5,-71.8905,4,2017,6,9,4,False,False,True,False,True,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False
82.524,3,0.6,-41.262,5,2017,3,18,5,False,True,False,False,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
191.984,2,0.2,4.7996,4,2017,12,25,0,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
104.01,1,0.0,14.5614,2,2014,6,21,5,False,True,False,False,False,False,True,False,False,True,False,43,False,False,False,False,False,True,False,False,False,False
15.072,3,0.2,4.1448,6,2017,9,2,5,False,True,False,True,False,False,False,True,True,False,False,32,False,False,False,False,False,True,False,False,False,False
209.88,3,0.0,35.6796,4,2016,11,4,4,False,True,False,True,False,False,True,False,False,False,True,44,False,False,False,False,False,False,False,False,False,True
369.912,3,0.2,-13.8717,5,2015,4,9,3,False,False,True,False,False,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
883.92,5,0.2,-110.49,2,2014,12,2,1,False,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False
9.94,2,0.0,3.0814,3,2014,1,11,5,False,True,False,False,False,False,False,False,True,False,False,6,False,False,False,False,False,True,False,False,False,False
103.056,3,0.2,24.4758,5,2017,9,24,6,False,True,False,False,False,False,False,True,True,False,False,32,False,False,False,False,False,True,False,False,False,False
73.32,6,0.0,21.996,5,2014,6,2,0,False,True,False,False,True,False,False,True,False,False,True,41,False,False,False,False,False,True,False,False,False,False
129.92,5,0.2,21.112,6,2014,10,7,1,False,True,False,False,True,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
400.032,2,0.4,-153.3456,3,2016,12,3,5,False,False,True,False,False,False,False,False,True,False,False,30,False,False,False,False,False,True,False,False,False,False
542.646,3,0.1,102.4998,3,2016,12,3,5,True,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,False,True,False,False,False,False
84.98,1,0.0,18.6956,4,2017,1,21,5,False,False,False,False,True,False,False,True,False,False,True,44,False,False,False,False,False,False,False,False,False,True
567.12,10,0.2,-28.356,0,2014,5,27,1,False,False,True,True,False,True,False,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False
157.74,11,0.0,56.7864,4,2017,10,2,0,False,True,False,False,False,False,False,True,False,False,False,20,False,False,False,False,False,True,False,False,False,False
79.92,4,0.0,28.7712,5,2015,12,7,0,False,True,False,False,False,False,False,True,False,False,True,3,False,False,False,True,False,False,False,False,False,False
383.438,4,0.45,-167.3184,4,2016,9,18,6,False,False,True,True,False,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
310.88,2,0.2,23.316,6,2014,5,14,2,False,True,False,True,False,False,False,True,False,True,False,8,False,False,False,False,False,True,False,False,False,False
641.96,2,0.0,179.7488,5,2016,5,19,3,True,False,False,False,False,False,False,True,False,True,False,43,False,False,False,False,False,True,False,False,False,False
34.58,7,0.0,14.5236,6,2017,1,30,0,False,True,False,True,False,False,False,True,False,False,False,13,False,False,False,False,False,True,False,False,False,False
544.008,3,0.2,40.8006,2,2015,8,21,4,True,False,False,False,True,False,False,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
35.49,1,0.5,-15.6156,3,2015,10,3,5,False,False,False,False,False,False,True,False,True,False,False,32,True,False,False,False,False,False,False,False,False,False
348.928,2,0.2,34.8928,4,2015,12,12,5,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
332.94,3,0.0,79.9056,4,2015,6,26,4,True,False,False,False,False,False,False,True,False,True,False,43,False,False,False,False,False,True,False,False,False,False
283.92,5,0.2,17.745,6,2015,11,27,4,True,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,True,False,False,False,False
22.23,1,0.0,7.3359,3,2017,2,20,0,False,True,False,True,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False
18.28,2,0.0,6.2152,2,2017,4,22,5,False,True,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,False,True,False
28.4,2,0.0,11.076,2,2015,2,3,1,False,True,False,False,False,False,False,False,False,False,False,25,False,False,False,False,False,True,False,False,False,False
18.28,2,0.0,6.2152,0,2017,5,14,6,False,True,False,False,False,True,False,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
301.96,2,0.0,90.588,5,2017,6,16,4,True,False,False,False,False,False,True,False,False,True,False,15,False,False,False,False,False,True,False,False,False,False
186.048,4,0.2,9.3024,5,2015,11,20,4,False,False,False,True,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
287.94,3,0.0,77.7438,4,2015,10,13,1,True,False,False,False,False,False,False,True,False,True,False,15,False,False,False,False,False,True,False,False,False,False
48.896,4,0.2,8.5568,5,2017,1,1,6,False,True,False,False,False,False,False,True,True,False,False,32,False,False,False,False,False,True,False,False,False,False
44.46,2,0.0,14.6718,5,2016,2,19,4,False,True,False,False,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
51.94,1,0.0,21.2954,5,2014,1,10,4,False,True,False,True,False,False,False,True,False,True,False,43,False,False,False,False,False,True,False,False,False,False
322.59,3,0.0,64.518,4,2016,1,17,6,False,True,False,False,True,False,False,True,True,False,False,27,False,False,False,False,False,True,False,False,False,False
31.4,5,0.0,10.048,2,2016,10,22,5,False,True,False,False,True,False,False,False,False,False,False,20,False,False,False,False,False,True,False,False,False,False
17.46,2,0.0,5.9364,5,2014,4,29,1,False,True,False,False,False,False,False,True,True,False,False,30,False,False,False,False,False,True,False,False,False,False
323.136,4,0.2,12.1176,4,2017,12,30,5,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
22.2,6,0.0,9.102,7,2015,5,31,6,False,True,False,False,True,False,False,True,True,False,False,5,False,False,False,False,False,True,False,False,False,False
46.94,1,0.0,19.2454,2,2017,11,27,0,False,True,False,True,False,False,False,False,False,False,False,46,False,False,False,False,False,True,False,False,False,False
99.918,2,0.3,-18.5562,6,2014,6,15,6,False,False,True,True,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
797.944,4,0.3,-56.996,6,2014,6,15,6,True,False,False,True,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
393.165,3,0.5,-204.4458,2,2015,7,26,6,False,False,True,False,False,False,False,False,False,False,True,1,False,False,False,False,False,True,False,False,False,False
516.488,7,0.2,-12.9122,4,2017,11,28,1,False,True,False,False,True,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
1007.232,6,0.2,75.5424,4,2017,11,28,1,False,True,False,False,True,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
25.472,4,0.2,7.6416,4,2017,4,3,0,False,True,False,False,False,False,False,True,True,False,False,35,False,False,False,False,False,False,True,False,False,False
78.8528,2,0.32,-11.596,4,2017,12,28,3,False,False,False,False,False,False,False,True,False,False,False,40,False,False,False,False,False,True,False,False,False,False
204.6,2,0.0,53.196,0,2015,9,22,1,False,True,False,False,False,True,False,False,False,False,True,3,False,False,False,False,False,True,False,False,False,False
321.568,2,0.2,28.1372,5,2017,11,14,1,True,False,False,True,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,False,True,False
127.104,6,0.2,28.5984,2,2014,1,16,3,False,True,False,False,False,False,True,False,True,False,False,35,False,False,False,False,False,False,True,False,False,False
599.292,6,0.1,93.2232,5,2016,10,3,0,True,False,False,False,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
603.92,5,0.2,75.49,3,2014,11,11,1,True,False,False,False,False,False,True,False,False,False,True,4,False,False,False,False,False,True,False,False,False,False
520.05,5,0.0,72.807,5,2017,5,21,6,False,True,False,True,False,False,False,True,True,False,False,30,False,False,False,False,False,True,False,False,False,False
24.1,5,0.0,9.158,6,2015,10,28,2,False,True,False,False,False,False,False,True,False,True,False,15,False,False,False,False,False,True,False,False,False,False
33.11,7,0.0,12.9129,6,2015,10,28,2,False,True,False,False,False,False,False,True,False,True,False,15,False,False,False,False,False,True,False,False,False,False
151.72,4,0.0,27.3096,2,2014,11,24,0,False,True,False,False,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False
155.25,3,0.0,46.575,4,2017,6,17,5,False,True,False,False,False,False,True,False,False,False,True,44,False,False,False,False,False,True,False,False,False,False
13.96,2,0.0,6.7008,4,2015,7,6,0,False,True,False,True,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
155.82,3,0.0,63.8862,4,2015,7,6,0,False,True,False,True,False,False,False,True,True,False,False,30,False,False,False,False,True,False,False,False,False,False
854.94,3,0.0,213.735,4,2014,7,11,4,True,False,False,True,False,False,False,True,True,False,False,28,False,False,False,False,False,True,False,False,False,False
124.11,9,0.0,52.1262,4,2014,7,11,4,False,True,False,True,False,False,False,True,True,False,False,28,False,False,False,False,False,True,False,False,False,False
